,word,type,v1
7927,Escorial,NNP,"  [the ~] 에스코리알 ((Madrid 근교에 있는 건축물, 왕궁·역대 왕의 묘소·예배당·수도원 등이 있음))  "
7928,Esdras,NNP,  경외(經外) 성서(Apocrypha)의 처음 두 권 중의 하나  
7929,Esebrias,NNP,Not nouns
7930,Eskimauan,NNP,Not nouns
7931,Eskimo,NNP,[때로 모욕적]  에스키모인 (→Inuit)  
7932,Eskimoic,NNP,  爱斯基摩人 。  
7933,Eskimoid,NNP,[때로 모욕적]  에스키모인 (→Inuit)  
7934,Eskimoized,NNP,  爱斯基摩人 。  
7935,Eskualdun,NNP,Not nouns
7936,Eskuara,NNP,Not nouns
7937,Esmeralda,NNP,  여자 이름.  
7938,Esmeraldan,NNP,Not nouns
7939,Esocidae,NNP,Not nouns
7940,Esopus,NNP,Not nouns
7941,Esox,NNP,Not nouns
7942,Esperantic,NNP,Not nouns
7943,Esperantidist,NNP,Not nouns
7944,Esperantido,NNP,Not nouns
7945,Esperantism,NNP,  에스페란토어 사용[채용]  
7946,Esperantist,NNP,Not nouns
7947,Esperanto,NNP,  에스페란토어(국제 공용어로 쓰이도록 1887년에 창안된 인공어)  
7948,Espriella,NNP,Not nouns
7949,Esquiline,NNP,  에스퀼리누스 언덕: 고대 로마의 일곱 언덕 중의 하나.  
7950,Essedones,NNP,Not nouns
7951,Esselen,NNP,Not nouns
7952,Esselenian,NNP,Not nouns
7953,Essene,NNP,  에세네파의 신도 ((고대 유대의 금욕·신비주의의 한 파))  
7954,Essenian,NNP,Not nouns
7955,Essenianism,NNP,Not nouns
7956,Essenic,NNP,Not nouns
7957,Essenical,NNP,  필수[기본]적인 것      4.    
7958,Essenis,NNP,Not nouns
7959,Essenism,NNP,Not nouns
7960,Essenize,NNP,Not nouns
7961,Essex,NNP,  에섹스 ((잉글랜드 남동부의 주))  
7962,Essie,NNP,  여자 이름 ((Esther의 애칭))  
7963,Estella,NNP,  여자 이름  
7964,Esth,NNP,Not nouns
7965,Esthacyte,NNP,Not nouns
7966,Esther,NNP,  여자 이름      2.    
7967,Estheria,NNP,Not nouns
7968,Estheriidae,NNP,Not nouns
7969,Estotiland,NNP,Not nouns
7970,Etamin,NNP,Not nouns
7971,Etchareottine,NNP,Not nouns
7972,Etchimin,NNP,Not nouns
7973,Eteoclus,NNP,Not nouns
7974,Eteocretes,NNP,Not nouns
7975,Eteocreton,NNP,Not nouns
7976,Ethan,NNP,  이선(남자 이름).  
7977,Ethanim,NNP,"[성서]  에다님: 옛 카난력(曆)의 월(月); 유태력의 Tishri, 그레고리오력의 9-10 월에 해당.  "
7978,Ethel,NNP,  여자 이름  
7979,Etheneldeli,NNP,Not nouns
7980,Etheostoma,NNP,"  농어류(類)의 민물 고기 Etheostoma caeruleum: 생식기의 수컷은 옆구리가 붉은 빛을 띠고 푸른 빛의 비스듬한 무늬가 생긴다, 5대호나 Mississippi 강 유역에 서식.  "
7981,Etheostomidae,NNP,Not nouns
7982,Etheostominae,NNP,Not nouns
7983,Etheria,NNP,"  민물조개속(屬): 아프리카·마다가스카르산(産)의 민물산(産) 쌍각류(悉殼類) 조개의 한 속(屬); 조가비는 두껍고, 안쪽은 밝은 녹색의 진주 광택.  "
7984,Etheriidae,NNP,Not nouns
7985,Ethiop,NNP,Not nouns
7986,Ethiopia,NNP,"  에티오피아 ((이집트 남쪽의 공화국, 略 Eth., 수도 Addis Ababa, cf. ABYSSINIA))  "
7987,Ethiopian,NNP,"  (고대) 에티오피아 사람, [고어] (아프리카의) 흑인  "
7988,Ethiopic,NNP,  (고대) 에티오피아 말(Semitic)  
7989,Etnean,NNP,Not nouns
7990,Etonian,NNP,  이튼 학교 학생[졸업생]  
7991,Etrurian,NNP,Not nouns
7992,Etruscan,NNP,"  에트루리아 사람, [U] 에트루리아 말  "
7993,Etruscologist,NNP,Not nouns
7994,Etruscology,NNP,  에트루리아 유물 연구.  
7995,Etta,NNP,  여자 이름  
7996,Ettarre,NNP,[아서왕 전설]  에타르: Sir Pelleas의 사랑을 받던 허영심이 강하고 냉혹한 여인.  
7997,Euahlayi,NNP,Not nouns
7998,Euascomycetes,NNP,[농생물학]  진정자낭균류  
7999,Eubacteriales,NNP,[농화학]  진정 세균(眞正細菌)  
8000,Eubasidii,NNP,Not nouns
8001,Euboean,NNP,Not nouns
8002,Euboic,NNP,Not nouns
8003,Eubranchipus,NNP,Not nouns
8004,Eucalyptus,NNP,Not nouns
8005,Eucarida,NNP,Not nouns
8006,Eucharis,NNP,"  유카리스: 남미산(産) 석산과(石蒜科)의 유카리스속(屬) Eucharis 몇몇 종의 초본의 총칭; 종 모양의 크고 흰 방향(芳香)성 꽃이 피며, 미국의 남부에서 재배되는 종류도 있다.  "
8007,Eucharist,NNP,"  (천주교 등에서의) 성체 성사, 성체 (→communion, mass)  "
8008,Eucharistically,NNP,"  (천주교 등에서의) 성체 성사, 성체 (→communion, mass)  "
8009,Eucharitidae,NNP,[농생물학]  개미살이좀벌과  
8010,Euchite,NNP,"  유카이트: 4-7세기경, 주로 시리아·메소포타미아 등지에 살고 있던 탁발 고행승(托鉢苦行僧); 인간 속에 있는 악마는 끊임없는 기도에 의해서만 몰아낼 수 있다고 믿었다.  "
8011,Euchlaena,NNP,Not nouns
8012,euchlorhydria,NNP,Not nouns
8013,Euchlorophyceae,NNP,Not nouns
8014,Euchorda,NNP,Not nouns
8015,Eucirripedia,NNP,Not nouns
8016,Euclea,NNP,  여자 이름.  
8017,Eucleidae,NNP,Not nouns
8018,Euclid,NNP,  유클리드 ((기원전 300년경의 알렉산드리아의 기하학자))      2.    
8019,Euclidean,NNP,Not nouns
8020,Euclideanism,NNP,Not nouns
8021,Eucnemidae,NNP,Not nouns
8022,Eucommia,NNP,Not nouns
8023,Eucommiaceae,NNP,Not nouns
8024,Euconjugatae,NNP,Not nouns
8025,Eucopepoda,NNP,Not nouns
8026,Eucosia,NNP,Not nouns
8027,Eucosmidae,NNP,[농생물학]  애기잎말이나방과  
8028,Eucryphia,NNP,Not nouns
8029,Eucryphiaceae,NNP,Not nouns
8030,Eudendrium,NNP,Not nouns
8031,Eudeve,NNP,Not nouns
8032,Eudist,NNP,"[로마 가톨릭 교회]  유디스트, 유드 회원: 1643년 프랑스에서 설립된 교육과 전도(傳道)를 위한[예수 마리아회]의 회원.  "
8033,Eudora,NNP,[컴퓨터]  유도라(전자 메일용 소프트웨어).  
8034,Eudorina,NNP,Not nouns
8035,Eudoxian,NNP,Not nouns
8036,Eudromias,NNP,Not nouns
8037,Eudyptes,NNP,Not nouns
8038,Euergetes,NNP,Not nouns
8039,Eugene,NNP,  남자 이름 ((애칭 Gene))  
8040,Eugenia,NNP,  여자 이름.  
8041,Eugenie,NNP,"  Comtesse de Teba (Marie Eugenie de Montijo de Guzman), 유제니(1826-1920): Napoleon 3세의 비(妃); 프랑스 황후(1853-71); 스페인 태생.  "
8042,Euglandina,NNP,Not nouns
8043,Euglena,NNP,"  미안충(美顔蟲)(한 개의 편모<鞭毛>와 단안<單眼>이 있으며 엽록체<葉綠>를 지닌 Euglena 속의 원형 동물, 못이나 웅덩이에 많이 생기면 물이 녹색이 됨).  "
8044,Euglenaceae,NNP,Not nouns
8045,Euglenales,NNP,Not nouns
8046,Euglenida,NNP,[농업]  유글레나과  
8047,Euglenidae,NNP,[농업]  유글레나과  
8048,Euglenineae,NNP,Not nouns
8049,Euglenoidina,NNP,Not nouns
8050,Eugregarinida,NNP,Not nouns
8051,Eugubine,NNP,Not nouns
8052,Eugubium,NNP,Not nouns
8053,Eulalia,NNP,  여자 이름.  
8054,Eulamellibranchia,NNP,Not nouns
8055,Eulamellibranchiata,NNP,Not nouns
8056,Eulima,NNP,Not nouns
8057,Eulimidae,NNP,Not nouns
8058,Eumenes,NNP,Not nouns
8059,Eumenidae,NNP,Not nouns
8060,Eumenidean,NNP,Not nouns
8061,Eumenides,NNP,[그리스신화]  pl. = FURIES  
8062,Eumolpides,NNP,Not nouns
8063,Eumolpus,NNP,"[그리스 신화]  Poseidon과 Chione 사이에서 난 아들, Eleusis의 신관단(神官團)의 시조.      2.    "
8064,Eumycetes,NNP,Not nouns
8065,Eunectes,NNP,Not nouns
8066,Eunice,NNP,  여자 이름  
8067,Eunicidae,NNP,Not nouns
8068,Eunomia,NNP,"[그리스 신화]  유노미아: 계절과 질서의 여신들(Horae)의 하나, 질서(order)의 여신.  "
8069,Eunomian,NNP,Not nouns
8070,Eunomianism,NNP,Not nouns
8071,Euomphalus,NNP,Not nouns
8072,Euonymus,NNP,"  화살나무(사철나무 포함): 북온대에서 자라는 화살나무속(屬) Euonymus 관목의 총칭, 통상 붉은 열매가 맺히며 익으면 벌어져서 씨가 뿌려진다.  "
8073,Euornithes,NNP,Not nouns
8074,Euorthoptera,NNP,Not nouns
8075,Eupanorthidae,NNP,Not nouns
8076,Eupanorthus,NNP,Not nouns
8077,Eupatorium,NNP,  등골나물(골등골나물 포함): 국화과(科) 등골나물속(屬) Eupatorium 초본의 총칭.  
8078,Euphausia,NNP,[해양학]  유파우지아  
8079,Euphausiacea,NNP,[해양과학]  난바다곤쟁이목  
8080,Euphausiidae,NNP,Not nouns
8081,Euphemia,NNP,  여자 이름  
8082,Euphorbia,NNP,[식물]  등대풀속(屬) ((spurge 등))  
8083,Euphorbiaceae,NNP,Not nouns
8084,Euphrasia,NNP,Not nouns
8085,Euphratean,NNP,Not nouns
8086,Euphrosyne,NNP,[그리스신화]  기쁨의 여신 ((미의 3여신(the Graces)의 하나))  
8087,Euphues,NNP,"  유피즈: John Lyly의 소설 Euphues, the Anatomy of Wit(1579)와 Euphues and His England (1580)의 주인공.  "
8088,Euphyllopoda,NNP,Not nouns
8089,Euplectella,NNP,Not nouns
8090,Euplexoptera,NNP,Not nouns
8091,Euplocomi,NNP,Not nouns
8092,Euploeinae,NNP,Not nouns
8093,Eupolidean,NNP,Not nouns
8094,Eupolyzoa,NNP,Not nouns
8095,Eupomatia,NNP,Not nouns
8096,Eupomatiaceae,NNP,Not nouns
8097,Euprepia,NNP,Not nouns
8098,Euproctis,NNP,Not nouns
8099,Euptelea,NNP,Not nouns
8100,Eupterotidae,NNP,Not nouns
8101,Eurafric,NNP,Not nouns
8102,Eurafrican,NNP,  유럽 사람과 아프리카 사람과의 혼혈아  
8103,Euraquilo,NNP,Not nouns
8104,Eurasian,NNP,  유라시아 혼혈아  
8105,Eurasianism,NNP,  유라시아주의((러시아가 동서양의 문명을 이어주는 가교 역할을 맡아야 한다는 정치 운동))  
8106,Eurasiatic,NNP,Not nouns
8107,Eurindic,NNP,Not nouns
8108,Euripidean,NNP,Not nouns
8109,Euroaquilo,NNP,Not nouns
8110,Euroclydon,NNP,  (지중해에 발생되는) 강한 북동풍(gregale).  
8111,Europa,NNP,"  [그리스신화] 유러파 ((Zeus의 사랑을 받은 Phoenicia의 왕녀)), [천문] 목성의 위성 중 하나  "
8112,Europeanism,NNP,"  [U] 유럽주의, 유럽 정신, (풍습 등의) 유럽풍, 유럽 공동 시장주의[운동]  "
8113,Europeanization,NNP,  유럽화  
8114,Europeanize,NNP,Not nouns
8115,Europeanly,NNP,Not nouns
8116,Europeward,NNP,Not nouns
8117,Europocentric,NNP,Not nouns
8118,Eurus,NNP,[그리스 신화]  동(남)풍의 신.      2.    
8119,Euryalae,NNP,Not nouns
8120,Euryale,NNP,"[그리스 신화]  에우리알레: 3 명의 괴물 Gorgons 중의 한 사람, Medusa의 자매.  "
8121,Euryaleae,NNP,Not nouns
8122,Euryalida,NNP,Not nouns
8123,Euryalus,NNP,Not nouns
8124,Eurycerotidae,NNP,Not nouns
8125,Euryclea,NNP,"  (Odyssey에서) 에우리클리아: Odysseus의 유모(乳母); Odysseus가 귀국했을 때 그의 다리에 있는 상처로 그의 변장을 간파하고, 후에 협력했다.  "
8126,Eurydice,NNP,[그리스신화]  에우리디케 ((Orpheus의 아내))  
8127,Eurygaea,NNP,Not nouns
8128,Eurygaean,NNP,Not nouns
8129,Eurylaimi,NNP,Not nouns
8130,Eurylaimidae,NNP,Not nouns
8131,Eurylaimus,NNP,Not nouns
8132,Eurymus,NNP,Not nouns
8133,Eurypelma,NNP,Not nouns
8134,Eurypharyngidae,NNP,Not nouns
8135,Eurypharynx,NNP,Not nouns
8136,Eurypterida,NNP,Not nouns
8137,Eurypteroidea,NNP,Not nouns
8138,Eurypterus,NNP,Not nouns
8139,Eurypyga,NNP,"  흰눈썹 뜸부기 비슷한 물새 Eurypyga helias: 남미산(産), 깃에 백색·흑색·갈색의 얼룩무늬가 있다.  "
8140,Eurypygae,NNP,Not nouns
8141,Eurypygidae,NNP,Not nouns
8142,Eurystheus,NNP,"[그리스 신화]  에우리스테우스: Mycenae의 왕, Hercules의 사촌 아우로 나중에 Hercules에게 12가지 어려운 일을 맡겼다.  "
8143,Eurytomidae,NNP,[농생물학]  씨사리좀벌과  
8144,Eurytus,NNP,"[그리스 신화]  Melaneus의 아들, 활쏘기 명수.      2.    "
8145,Euscaro,NNP,Not nouns
8146,Eusebian,NNP,Not nouns
8147,Euselachii,NNP,Not nouns
8148,Euskaldun,NNP,Not nouns
8149,Euskara,NNP,Not nouns
8150,Euskarian,NNP,Not nouns
8151,Euskaric,NNP,Not nouns
8152,Euskera,NNP,Not nouns
8153,Euspongia,NNP,Not nouns
8154,Eustace,NNP,  남자 이름  
8155,Eustachian,NNP,Not nouns
8156,Eustathian,NNP,Not nouns
8157,Eusthenopteron,NNP,[생명과학]  유스테노푸테론[속](~[屬])  
8158,Eusuchia,NNP,Not nouns
8159,Eutaenia,NNP,Not nouns
8160,Euterpe,NNP,[그리스신화]  에우테르페 ((음악·서정시를 다스리는 nine MUSES의 하나))  
8161,Euterpean,NNP,Not nouns
8162,Euthamia,NNP,Not nouns
8163,Eutheria,NNP,Not nouns
8164,Euthycomi,NNP,Not nouns
8165,Euthyneura,NNP,Not nouns
8166,Eutopia,NNP,"  유토피아, 이상향(理想鄕).  "
8167,Eutopian,NNP,Not nouns
8168,Eutychianism,NNP,Not nouns
8169,Euxine,NNP,Not nouns
8170,Eva,NNP,  여자 이름  
8171,Evadne,NNP,[그리스 신화]  Capaneus의 아내로 남편의 시체를 태우는 불에 몸을 던졌다.      2.    
8172,Evan,NNP,  에번(남자 이름).  
8173,Evangeline,NNP,  여자 이름  
8174,Evaniidae,NNP,[농생물학]  호리벌과  
8175,Eve,NNP,  여자 이름 ((애칭 Evie))      2.    
8176,Evea,NNP,Not nouns
8177,Evehood,NNP,Not nouns
8178,Eveless,NNP,Not nouns
8179,Evelina,NNP,  여자 이름  
8180,Eveline,NNP,  여자 이름  
8181,Evelyn,NNP,"  여자 이름, 남자 이름  "
8182,Eventognathi,NNP,Not nouns
8183,Everard,NNP,  남자 이름  
8184,Everett,NNP,  남자 이름  
8185,Evernia,NNP,Not nouns
8186,Evertebrata,NNP,Not nouns
8187,Everyman,NNP,  보통[평범한] 사람  
8188,Evodia,NNP,[생약학]  오수유(吳茱萸)  
8189,Evonymus,NNP,  EUONYMUS.  
8190,Ewe,NNP,"  에웨족(族)(가나·토고 및 베냉에 사는 흑인의 한 부족(部族)), 에웨어(語)  "
8191,Exarchic,NNP,Not nouns
8192,Exarchist,NNP,Not nouns
8193,Exaudi,NNP,Not nouns
8194,Excalibur,NNP,  엑스칼리버 ((Arthur 왕의 마법의 검(劍)))  
8195,Excelsior,NNP,"  대팻밥 ((상자 속에 포장용으로 넣는, 상표명)) [인쇄] 3포인트 활자  "
8196,Exchangite,NNP,  내셔널 익스체인지 클럽 회원((전(全)미국에 대규모의 조직을 가진 사회 봉사 클럽)).  
8197,Exchequer,NNP,"  (영국에서) 재무부 (→Chancellor of the Exchequer), (=treasury)      2.    "
8198,exchequer,NNP,"  (영국에서) 재무부 (→Chancellor of the Exchequer), (=treasury)      2.    "
8199,Excipulaceae,NNP,Not nouns
8200,Excoecaria,NNP,Not nouns
8201,Exmoor,NNP,"  엑스무어: 영국 잉글랜드 서남부, Somersetshire 주와 Devonshire 주에 걸친 황야; Blackmore의 소설 Lorna Doone의 무대.      2.    "
8202,Exoascaceae,NNP,Not nouns
8203,Exoascales,NNP,Not nouns
8204,Exoascus,NNP,Not nouns
8205,Exobasidiaceae,NNP,Not nouns
8206,Exobasidiales,NNP,[농업]  떡병균목(目)  
8207,Exobasidium,NNP,[농업]  엑소바씨디움  
8208,Exochorda,NNP,Not nouns
8209,Exocoetidae,NNP,Not nouns
8210,Exocoetus,NNP,Not nouns
8211,Exocyclica,NNP,Not nouns
8212,Exocycloida,NNP,Not nouns
8213,Exogenae,NNP,Not nouns
8214,Exogonium,NNP,Not nouns
8215,Exogyra,NNP,Not nouns
8216,Exon,NNP,"  (영국 왕실의 4명의) 친위병장, 근위 하사 ((상관 부재시에는 교대로 지휘를 맡음))  "
8217,Exopterygota,NNP,[임학]  외시류  
8218,Exostema,NNP,Not nouns
8219,Extravagantes,NNP,Not nouns
8220,Ezekiel,NNP,  에스겔 ((기원전 6세기경 유대의 예언자))      2.    
8221,Ezra,NNP,  에스라 ((기원전 5세기경 유대의 율법학자))      2.    
8222,F,NNP,  에프(영어 알파벳의 여섯째 글자)      2.    
8223,Faba,NNP,[생약학]  콩  
8224,Fabaceae,NNP,Not nouns
8225,Fabianism,NNP,"  [U] 페이비언주의, 점진주의  "
8226,Fabianist,NNP,  페이비언주의자  
8227,Fabraea,NNP,Not nouns
8228,Fabrikoid,NNP,  방수 모조 피혁 ((상표명))  
8229,Fabronia,NNP,Not nouns
8230,Fabroniaceae,NNP,Not nouns
8231,Factice,NNP,"[상표]  팍티스, 가황유(加黃油)(고무 제품의 연화제(軟化劑)).  "
8232,Faeroe,NNP,Not nouns
8233,Fagaceae,NNP,Not nouns
8234,Fagales,NNP,Not nouns
8235,Fagara,NNP,[생약학]  청초(清椒)  
8236,Fagelia,NNP,Not nouns
8237,Fagopyrum,NNP,Not nouns
8238,Fagus,NNP,Not nouns
8239,Fahrenheit,NNP,Not nouns
8240,Fakofo,NNP,Not nouns
8241,Falange,NNP,  [the ~] 팔랑헤당 ((스페인의 파시스트 정당))  
8242,Falangism,NNP,  팔랑헤주의  
8243,Falangist,NNP,  팔랑헤 당 당원.  
8244,Falasha,NNP,"  팔라샤 인(人) ((에티오피아에 사는, 유대교를 신봉하는 햄(Ham) 족))  "
8245,Falcata,NNP,Not nouns
8246,Falcinellus,NNP,Not nouns
8247,Falco,NNP,Not nouns
8248,Falconidae,NNP,Not nouns
8249,Falconiformes,NNP,Not nouns
8250,Falconinae,NNP,Not nouns
8251,Falcunculus,NNP,Not nouns
8252,Falerian,NNP,Not nouns
8253,Falernian,NNP,  팔레르노 포도주 ((이탈리아 Falerno 산(産)))  
8254,Falerno,NNP,  팔레르노 포도주 ((이탈리아 Falerno 산(産)))  
8255,Faliscan,NNP,  팔리스키 사람(에트루리아 남부에 살던 고대인).      2.    
8256,Falisci,NNP,Not nouns
8257,Falkland,NNP,Not nouns
8258,Falstaffian,NNP,Not nouns
8259,Faluns,NNP,Not nouns
8260,Fama,NNP,"[의학]  형광세포막항체, 형광항세포막항체(螢光抗細胞膜抗體) (→fluorescent antimembrane antibody)  "
8261,Fameuse,NNP,"  파뮤즈(미국산(産) 붉은 사과), 그 나무.  "
8262,Fan,NNP,Not nouns
8263,Fanfare,NNP,  팡파르      2.    
8264,Fannia,NNP,Not nouns
8265,Fanny,NNP,  (→sweet adj.)  
8266,Fanti,NNP,  판티 족(族) ((아프리카 Ghana 지방의 부족))      2.    
8267,Fanwe,NNP,Not nouns
8268,Fany,NNP,Not nouns
8269,Fapesmo,NNP,Not nouns
8270,Farfugium,NNP,Not nouns
8271,Farish,NNP,Not nouns
8272,Farnovian,NNP,Not nouns
8273,Faroeish,NNP,Not nouns
8274,Faroese,NNP,  (=FAEROESE)  
8275,Farouk,NNP,Not nouns
8276,Farsi,NNP,  (=Persian)  
8277,Fascio,NNP,Not nouns
8278,Fasciolaria,NNP,Not nouns
8279,Fasciolariidae,NNP,Not nouns
8280,Fasciolidae,NNP,Not nouns
8281,Fascista,NNP,"  (이탈리아의) 파시스트당원(Fascist), [pl.] 파시스트당  "
8282,Fascisti,NNP,Not nouns
8283,Fatagaga,NNP,Not nouns
8284,Fathometer,NNP,[항해]  음향 측심기(測深器) ((상표명))(sonic depth finder)  
8285,Fatima,NNP,  예언자 Muhammad의 딸로서 Ali의 아내(606?-632).      2.    
8286,Fatimid,NNP,"  이집트 이슬람 왕조인 파티마 왕조(909-1171)의 칼리프, Fatima와 Ali의 자손이라고 주장했다.      2.    "
8287,Faulkland,NNP,"  포클랜드 ((Sheridan, The Rivals에서 나오는 비뚤어지고 질투가 많은 남자)).  "
8288,Fauna,NNP,Not nouns
8289,Fauvism,NNP,[미술]  야수파(1905년부터 파리에서 잠시 유행했던 회화의 한 유파. 강렬한 색채와 비현실적인 소재 묘사가 특징)  
8290,Fauvist,NNP,Not nouns
8291,Faventine,NNP,Not nouns
8292,Favonius,NNP,[로마신화]  페보니우스 ((의인화된 서풍(西風) 이름))  
8293,Favositidae,NNP,Not nouns
8294,Fay,NNP,  여자 이름 ((Faith의 별칭))  
8295,Fayal,NNP,"  파얄 섬: 대서양 북부, 포르투갈령(領)인 Azores 제도 중의 섬; 면적 170㎢.  "
8296,Fayettism,NNP,Not nouns
8297,Fayumic,NNP,Not nouns
8298,Febronianism,NNP,Not nouns
8299,Februarius,NNP,Not nouns
8300,February,NNP,  (Abbr.) Feb.. 2월  
8301,Federal,NNP,  FEDERALES의 단수형  
8302,Fedia,NNP,[식물]  모래사초 (학명) Carex fedia var. pilifera (Kükenthal) T.koyama  
8303,Fedora,NNP,  페도라(챙이 말려 있고 높이가 낮은 중절모)  
8304,Fegatella,NNP,Not nouns
8305,Fehmic,NNP,Not nouns
8306,Feijoa,NNP,"  페이조아(남미산(産)의 상록수), 그 나무의 열매. (또는 píneapple gùava)  "
8307,Felapton,NNP,Not nouns
8308,Felichthys,NNP,Not nouns
8309,Felidae,NNP,Not nouns
8310,Felinae,NNP,Not nouns
8311,Felis,NNP,Not nouns
8312,Felix,NNP,  남자 이름  
8313,Fellani,NNP,Not nouns
8314,Fellata,NNP,Not nouns
8315,Fellatah,NNP,Not nouns
8316,Felup,NNP,Not nouns
8317,Feme,NNP,"[법]  여자, ((특히)) 아내  "
8318,Fenestellidae,NNP,Not nouns
8319,Fenianism,NNP,  페니어회주의[운동].  
8320,Fennoman,NNP,Not nouns
8321,Fenrir,NNP,"[북유럽 신화]  펜리르: Loki와 Angerboda 사이에서 태어난 거대한 늑대; 마법의 밧줄(Gleipnir)에 묶여 있다가 세계 멸망의 날(Ragnarok)에 풀려나 Odin을 삼켜버리나, 나중에 Vidar에게 살해된다.  "
8322,Fenzelia,NNP,Not nouns
8323,Ferae,NNP,Not nouns
8324,Ferahan,NNP,Not nouns
8325,Feramorz,NNP,Not nouns
8326,Ferdiad,NNP,Not nouns
8327,Fergus,NNP,  남자 이름  
8328,Ferguson,NNP,"  퍼거슨: 미국 Missouri주 동부, St. Louis 부근의 도시.      2.    "
8329,Feringi,NNP,"  유럽인; 유럽·아시아 혼혈아, 포르투갈인과 인도인의 혼혈아.      2.    "
8330,Ferio,NNP,Not nouns
8331,Ferison,NNP,Not nouns
8332,Fernando,NNP,  남자 이름  
8333,Ferocactus,NNP,[원예학]  왕가시선인장  
8334,Feronia,NNP,Not nouns
8335,Ferrara,NNP,"  페라라: 이탈리아 북부, Po강 어귀에 가까운 도시; 중세의 대학·성당이 있다.  "
8336,Ferrarese,NNP,Not nouns
8337,Fertil,NNP,Not nouns
8338,Fervidor,NNP,  THERMIDOR.  
8339,Fesapo,NNP,Not nouns
8340,Fescennine,NNP,Not nouns
8341,Feste,NNP,"  페스티((Shakespeare, Twelfth Night에서 Olivia를 섬긴 어릿광대)).  "
8342,Festino,NNP,Not nouns
8343,Feuillants,NNP,Not nouns
8344,Fezzan,NNP,"  페잔: 아프리카의 리비아 서남부 지방; Sahara 사막의 일부로서 오아시스가 점재한다; 면적 약 550,000㎢, 주도(主都) Murzuq.  "
8345,Fezziwig,NNP,Not nouns
8346,Fianna,NNP,[아일랜드역사]  피니어단(團)(the Fenians).  
8347,Fiber,NNP,Not nouns
8348,fiber,NNP,"  [UC] 섬유; 섬유질, 섬유 조직; [식물] 수염뿌리      2.    "
8349,Fiberglas,NNP,  = FIBERGLASS ((상표명))  
8350,Fibrospongiae,NNP,Not nouns
8351,Ficaria,NNP,Not nouns
8352,Fichtean,NNP,Not nouns
8353,Fichteanism,NNP,  피히테 주의.  
8354,Ficoidaceae,NNP,Not nouns
8355,Ficoideae,NNP,Not nouns
8356,Ficula,NNP,Not nouns
