,original,antonyms
0,crepehanger,optimist
1,crepehanger,
0,crepitate,fix
1,crepitate,
0,crepitation,peace
1,crepitation,silence
0,crepuscular,bright
1,crepuscular,cheerful
0,crepuscule,brightness
1,crepuscule,light
0,crescendo,base
1,crescendo,bottom
0,crescent,
1,crescent,
0,crescentiform,
1,crescentiform,
0,crest,bottom
1,crest,nadir
0,cretin,brain
1,cretin,genius
0,cretinism,brains
1,cretinism,intelligence
0,crevasse,closure
1,crevasse,solid
0,crevice,agreement
1,crevice,closing
0,crewman,
1,crewman,
0,crib,
1,crib,
0,cribber,
1,cribber,
0,cribriform,hard
1,cribriform,impermeable
0,crick,comfort
1,crick,health
0,cricket,biased
1,cricket,intolerable
0,crime,behavior
1,crime,goodness
0,crimeless,culpable
1,crimeless,guilty
0,criminality,behavior
1,criminality,goodness
0,criminate,exculpate
1,criminate,exonerate
0,crimp,straighten
1,crimp,
0,crimper,
1,crimper,
0,crimpy,straight
1,crimpy,
0,crimson,
1,crimson,
0,cringe,face
1,cringe,meet
0,crinkle,flatten
1,crinkle,smooth
0,crinosity,
1,crinosity,
0,crisis,agreement
1,crisis,benefit
0,crisp,flexible
1,crisp,pliable
0,crispation,line
1,crispation,
0,crisply,gently
1,crisply,mildly
0,crispness,lengthiness
1,crispness,longevity
0,crispy,firm
1,crispy,flexible
0,crisscross,
1,crisscross,
0,criterion,change
1,criterion,conjecture
0,criticality,peace
1,criticality,
0,criticism,heedlessness
1,criticism,neglect
0,criticize,approve
1,criticize,commend
0,criticizer,
1,criticizer,
0,critique,compliment
1,critique,flattery
0,croak,
1,croak,
0,croaker,
1,croaker,
0,croaky,
1,croaky,
0,crochet,
1,crochet,
0,crock,
1,crock,
0,crocker,
1,crocker,
0,crockery,
1,crockery,
0,crocodile,
1,crocodile,
0,crofter,
1,crofter,
0,cromlech,
1,cromlech,
0,crone,
1,crone,
0,crony,antagonist
1,crony,enemy
0,crook,law
1,crook,police
0,croon,
1,croon,
0,crooner,
1,crooner,
0,crop,
1,crop,
0,cropland,sky
1,cropland,
0,cross,animated
1,cross,cheerful
0,crossbar,failure
1,crossbar,loss
0,crosscurrent,
1,crosscurrent,
0,crosser,animated
1,crosser,cheerful
0,crosshatch,aid
1,crosshatch,dislodge
0,crossover,disconnect
1,crossover,disjoin
0,crosspatch,
1,crosspatch,
0,crosspiece,failure
1,crosspiece,loss
0,crossroad,
1,crossroad,
0,crosswalk,
1,crosswalk,
0,crossway,
1,crossway,
0,crosswise,head-on
1,crosswise,lengthwise
0,crotch,
1,crotch,
0,crotchety,happy
1,crotchety,nice
0,croup,
1,croup,
0,croupy,nice
1,croupy,polite
0,crow,fail
1,crow,
0,crowbar,
1,crowbar,
0,crowd,individual
1,crowd,one
0,crowder,
1,crowder,
0,crower,
1,crower,
0,crowfoot,
1,crowfoot,
0,cruciate,
1,cruciate,
0,cruciation,happiness
1,cruciation,joy
0,crucifixion,contentment
1,crucifixion,happiness
0,crude,decent
1,crude,delicate
0,crudity,delicacy
1,crudity,manners
0,cruel,compassionate
1,cruel,considerate
0,cruelty,kindness
1,cruelty,love
0,cruet,
1,cruet,
0,cruise,
1,cruise,
0,cruiser,
1,cruiser,
0,cruller,
1,cruller,
0,crumb,glob
1,crumb,lot
0,crummier,good
1,crummier,nice
0,crummiest,good
1,crummiest,nice
0,crummy,good
1,crummy,nice
0,crump,
1,crump,
0,crumple,flatten
1,crumple,rise
0,crunch,calm
1,crunch,contentment
0,cruor,
1,cruor,
0,crus,
1,crus,
0,crusade,halt
1,crusade,stoppage
0,crusader,
1,crusader,
0,crush,
1,crush,
0,crusty,cheerful
1,crusty,happy
0,crutch,blockage
1,crutch,hindrance
0,crux,exterior
1,crux,outside
0,cry,laugh
1,cry,
0,crybaby,
1,crybaby,
0,crypt,
1,crypt,
0,cryptanalysis,
1,cryptanalysis,
0,cryptogram,
1,cryptogram,
0,cryptograph,
1,cryptograph,
0,cryptographer,
1,cryptographer,
0,cryptography,
1,cryptography,
0,cryptologist,
1,cryptologist,
0,crystalline,cloudy
1,crystalline,
0,crystallization,dryness
1,crystallization,
0,cub,
1,cub,
0,cubbyhole,
1,cubbyhole,
0,cube,
1,cube,
0,cubic,
1,cubic,
0,cubicle,
1,cubicle,
0,cuboid,
1,cuboid,
0,cuboidal,
1,cuboidal,
0,cuckold,
1,cuckold,
0,cuckoo,
1,cuckoo,
0,cucullate,
1,cucullate,
0,cud,
1,cud,
0,cuddle,let go
1,cuddle,release
0,cuddlesome,despicable
1,cuddlesome,disgusting
0,cudgel,
1,cudgel,
0,cue,
1,cue,
0,cueball,furry
1,cueball,hairy
0,cuff,praise
1,cuff,
0,cuisine,
1,cuisine,
0,cull,insert
1,cull,put in
0,cullion,
1,cullion,
0,culminate,begin
1,culminate,commence
0,culmination,anticlimax
1,culmination,nadir
0,culotte,center
1,culotte,inside
0,culpability,
1,culpability,
0,culpableness,
1,culpableness,
0,culprit,police
1,culprit,
0,cult,agnosticism
1,cult,disbelief
0,cultism,disorganization
1,cultism,departure
0,cultivate,abandon
1,cultivate,destroy
0,cultivation,destruction
1,cultivation,harm
0,cultivator,
1,cultivator,
0,culture,ignorance
1,culture,inability
0,cultus,agnosticism
1,cultus,disbelief
0,cumber,advance
1,cumber,aid
0,cumbersome,aiding
1,cumbersome,airy
0,cumbrance,advantage
1,cumbrance,aid
0,cummerbund,
1,cummerbund,
0,cumulate,disperse
1,cumulate,dissipate
0,cunctation,continuation
1,cunctation,advance
0,cuneate,
1,cuneate,
0,cuneiform,
1,cuneiform,
0,cuniculus,
1,cuniculus,
0,cup,
1,cup,
0,cupboard,
1,cupboard,
0,cupcake,
1,cupcake,
0,cupidity,apathy
1,cupidity,dislike
0,cupola,
1,cupola,
0,cur,hero
1,cur,
0,curative,damaging
1,curative,harmful
0,curator,employee
1,curator,
0,curb,freedom
1,curb,encouragement
0,curd,individual
1,curd,one
0,cure,injury
1,cure,blockage
0,cureless,
1,cureless,
0,curer,
1,curer,
0,curfew,
1,curfew,
0,curio,
1,curio,
0,curiosity,incuriosity
1,curiosity,incuriousness
0,curl,line
1,curl,
0,curler,
1,curler,
0,curlew,
1,curlew,
0,currency,
1,currency,
0,curricle,
1,curricle,
0,curricula,
1,curricula,
0,curriculum,
1,curriculum,
0,curry,
1,curry,
0,curse,compliment
1,curse,piety
0,cursor,
1,cursor,
0,cursory,careful
1,cursory,detailed
0,curt,lengthy
1,curt,long-winded
0,curtail,develop
1,curtail,enlarge
0,curtailment,enlargement
1,curtailment,increase
0,curtain,
1,curtain,
0,curtate,enduring
1,curtate,lasting
0,curtilage,
1,curtilage,
0,curvaceousness,lack
1,curvaceousness,need
0,curvation,
1,curvation,
0,curvature,line
1,curvature,
0,curve,line
1,curve,
0,curvesome,flat
1,curvesome,
0,curvet,lose
1,curvet,retreat
0,curvilineal,
1,curvilineal,
0,curvity,
1,curvity,
0,curvy,
1,curvy,
0,cushion,
1,cushion,
0,cushiony,bare
1,cushiony,dry
0,cushy,
1,cushy,
0,cusp,bottom
1,cusp,nadir
0,cuspate,
1,cuspate,
0,cuspidate,
1,cuspidate,
0,cuss,
1,cuss,
0,custard,
1,custard,
0,custodianship,destruction
1,custodianship,neglect
0,custody,destruction
1,custody,neglect
0,custom,departure
1,custom,deviation
0,customariness,
1,customariness,
0,customer,manager
1,customer,owner
0,cutback,increase
1,cutback,raise
0,cute,disgusting
1,cute,hateful
0,cutie,actuality
1,cutie,eyesore
0,cutin,allow
1,cutin,
0,cutis,center
1,cutis,core
0,cutlass,
1,cutlass,
0,cutlery,
1,cutlery,
0,cutoff,continuation
1,cutoff,continuity
0,cutout,end
1,cutout,
0,cutpurse,
1,cutpurse,
0,cutthroat,gentle
1,cutthroat,kind
0,cutup,
1,cutup,
0,cutwater,discourage
1,cutwater,
0,cycle,
1,cycle,
0,cyclone,
1,cyclone,
0,cyclopean,
1,cyclopean,
0,cyclopedia,
1,cyclopedia,
0,cylinder,
1,cylinder,
0,cynicism,belief
1,cynicism,certainty
0,cynosure,commoner
1,cynosure,nobody
0,cyst,
1,cyst,
0,cystolith,
1,cystolith,
0,cytology,connection
1,cytology,
0,czar,
1,czar,
0,czarina,king
1,czarina,
0,czarism,democracy
1,czarism,
0,da,
1,da,
0,dab,lot
1,dab,glob
0,dabbler,expert
1,dabbler,professional
0,dachshund,
1,dachshund,
0,dactylic,prosaic
1,dactylic,
0,dactylogram,
1,dactylogram,
0,dactylology,
1,dactylology,
0,daddy,
1,daddy,
0,daemon,living being
1,daemon,
0,daffodil,
1,daffodil,
0,daft,brainy
1,daft,bright
0,dagger,
1,dagger,
0,daintiness,advantage
1,daintiness,perfection
0,dainty,crude
1,dainty,tasteless
0,dairy,
1,dairy,
0,dais,
1,dais,
0,dale,
1,dale,
0,dam,aid
1,dam,assistance
0,damage,betterment
1,damage,amelioration
0,damask,
1,damask,
0,dame,man
1,dame,
0,damn,admit
1,damn,allow
0,damnation,happiness
1,damnation,joy
0,damnatory,
1,damnatory,
0,damp,dry
1,damp,arid
0,dampener,
1,dampener,
0,dampness,aridity
1,dampness,dryness
0,damsel,man
1,damsel,
0,dance,
1,dance,
0,dancer,
1,dancer,
0,dander,happiness
1,dander,love
0,dandy,bad
1,dandy,insignificant
0,dangersome,OK
1,dangersome,agreeable
0,dangle,
1,dangle,
0,dank,arid
1,dank,dry
0,dansant,
1,dansant,
0,danseuse,
1,danseuse,
0,dap,
1,dap,
0,dapple,
1,dapple,
0,dare,
1,dare,
0,daredevilry,carefulness
1,daredevilry,cowardice
0,daredeviltry,carefulness
1,daredeviltry,cowardice
0,darer,
1,darer,
0,dark,bright
1,dark,cheerful
0,darken,lighten
1,darken,clear up
0,darn,
1,darn,
0,darnation,
1,darnation,
0,darner,
1,darner,
0,dart,dawdle
1,dart,slow
0,dartle,dullness
1,dartle,
0,das,
1,das,
0,dastard,
1,dastard,
0,dastardliness,
1,dastardliness,
0,date,
1,date,
0,dateless,
1,dateless,
0,datum,failure
1,datum,ignorance
0,daub,clean
1,daub,cleanse
0,daughter,
1,daughter,
0,daunt,assist
1,daunt,calm
0,dauntless,afraid
1,dauntless,daunted
0,davenport,
1,davenport,
0,dawdler,
1,dawdler,
0,dawn,darkness
1,dawn,sunset
0,dawnlight,
1,dawnlight,
0,day,darkness
1,day,night
0,daybook,
1,daybook,
0,daybreak,sunset
1,daybreak,darkness
0,daydream,actuality
1,daydream,certainty
0,daydreamer,
1,daydreamer,
0,daydreamy,cultured
1,daydreamy,earthly
0,daystar,Hesperus
1,daystar,evening star
0,daytime,darkness
1,daytime,night
0,daze,expectation
1,daze,understanding
0,dazzle,bore
1,dazzle,calm
0,dazzler,reality
1,dazzler,eyesore
0,deaconry,
1,deaconry,
0,deadbeat,
1,deadbeat,
0,deadcenter,
1,deadcenter,
0,deaden,advance
1,deaden,aid
0,deader,alive
1,deader,living
0,deadeye,
1,deadeye,
0,deadfall,
1,deadfall,
0,deadliness,
1,deadliness,
0,deadlock,good fortune
1,deadlock,solution
0,deadness,action
1,deadness,busyness
0,deadpan,histrionic
1,deadpan,warm
0,deadwood,major
1,deadwood,essential
0,deaf,attentive
1,deaf,aware
0,deafen,
1,deafen,
0,deal,denial
1,deal,disagreement
0,dealer,customer
1,dealer,
0,dealt,
1,dealt,
0,dean,pupil
1,dean,student
0,dearie,
1,dearie,
0,death,beginning
1,death,birth
0,deathless,
1,deathless,
0,deathlike,
1,deathlike,
0,deb,
1,deb,
0,debacle,accomplishment
1,debacle,attainment
0,debar,accept
1,debar,admit
0,debarkation,departure
1,debarkation,disappearance
0,debarment,ability
1,debarment,aptitude
0,debase,boost
1,debase,enhance
0,debasement,honor
1,debasement,
0,debate,agreement
1,debate,peace
0,debater,listener
1,debater,
0,debauchee,abstainer
1,debauchee,ascetic
0,debaucher,
1,debaucher,
0,debauchery,moderation
1,debauchery,virtue
0,debauchment,
1,debauchment,
0,debenture,
1,debenture,
0,debilitate,aid
1,debilitate,assist
0,debilitation,energy
1,debilitation,liveliness
0,debility,good health
1,debility,health
0,debit,asset
1,debit,excess
0,debonair,unsophisticated
1,debonair,awkward
0,debrief,answer
1,debrief,
0,debt,irresponsibility
1,debt,asset
0,debtor,creditor
1,debtor,lender
0,debunk,flatter
1,debunk,praise
0,debut,conclusion
1,debut,end
0,debutante,
1,debutante,
0,decade,
1,decade,
0,decadence,ascent
1,decadence,decency
0,decadency,development
1,decadency,improvement
0,decadent,good
1,decadent,moral
0,decalescent,arctic
1,decalescent,cold
0,decamp,arrive
1,decamp,come in
0,decapitation,abandoning
1,decapitation,disregard
0,decapod,
1,decapod,
0,decay,building
1,decay,development
0,decease,birth
1,decease,
0,deceit,fairness
1,deceit,forthrightness
0,deceiver,
1,deceiver,
0,deceleration,increase
1,deceleration,rise
0,decemvirate,
1,decemvirate,
0,decency,bad manners
1,decency,discourtesy
0,decennia,
1,decennia,
0,decent,improper
1,decent,incorrect
0,decentralization,
1,decentralization,
0,deception,faithfulness
1,deception,forthrightness
0,decide,begin
1,decide,commence
0,decimation,building
1,decimation,construction
0,decipherability,inaccuracy
1,decipherability,unintelligibility
0,decision,beginning
1,decision,cause
0,decisiveness,indecision
1,decisiveness,question
0,deck,disfigure
1,deck,mar
0,deckhouse,
1,deckhouse,
0,declaim,be quiet
1,declaim,compliment
0,declaimer,
1,declaimer,
0,declamation,
1,declamation,
0,declamatory,
1,declamatory,
0,declaration,denial
1,declaration,ignorance
0,declarative,confusing
1,declarative,mysterious
0,declare,conceal
1,declare,contradict
0,declass,aid
1,declass,assist
0,declension,development
1,declension,improvement
0,declinate,straight
1,declinate,
0,declination,
1,declination,
0,declinatory,compliant
1,declinatory,obedient
0,decline,increase
1,decline,rise
0,declivity,
1,declivity,
0,decoct,be happy
1,decoct,freeze
0,decoction,
1,decoction,
0,decode,question
1,decode,tangle
0,decollate,
1,decollate,
0,decolor,blacken
1,decolor,darken
0,decommission,
1,decommission,
0,decompose,unite
1,decompose,combine
0,decomposition,connection
1,decomposition,unification
0,decompound,waver
1,decompound,combine
0,decontaminate,dirty
1,decontaminate,
0,decontamination,
1,decontamination,
0,decontrol,
1,decontrol,
0,decorate,darken
1,decorate,dull
0,decoration,decrease
1,decoration,plainness
0,decorator,
1,decorator,
0,decorticate,cover
1,decorticate,
0,decorum,immorality
1,decorum,impropriety
0,decoy,discouragement
1,decoy,frankness
0,decrease,enlargement
1,decrease,increase
0,decree,answer
1,decree,disorganization
0,decrepit,firm
1,decrepit,healthy
0,decrepitate,fix
1,decrepitate,
0,decrepitude,strength
1,decrepitude,
0,decrescence,enlargement
1,decrescence,increase
0,decrescent,waxing
1,decrescent,
0,decretum,disorganization
1,decretum,lawlessness
0,decry,approve
1,decry,praise
0,decubitus,
1,decubitus,standing
0,decumbency,
1,decumbency,standing
0,decumbent,
1,decumbent,
0,decussate,
1,decussate,
0,dedicate,hold
1,dedicate,keep
0,dedication,apathy
1,dedication,disloyalty
0,dedition,fight
1,dedition,fighting
0,deduce,destroy
1,deduce,disbelieve
0,deducement,blackballing
1,deducement,expulsion
0,deduct,add
1,deduct,disallow
0,deduction,cause
1,deduction,disdain
0,deductive,
1,deductive,
0,deepen,fill
1,deepen,lighten
0,deepness,
1,deepness,
0,deepwater,
1,deepwater,
0,deer,
1,deer,
0,deerstalker,
1,deerstalker,
0,deface,build
1,deface,construct
0,defacer,
1,defacer,
0,defalcation,accomplishment
1,defalcation,achievement
0,defalcator,law
1,defalcator,police
0,defamation,compliment
1,defamation,flattery
0,defamatory,complimentary
1,defamatory,approving
0,defame,commend
1,defame,compliment
0,default,abundance
1,default,accuracy
0,defaulter,creditor
1,defaulter,lender
0,defeasance,
1,defeasance,
0,defeat,accomplishment
1,defeat,achievement
0,defeater,loser
1,defeater,
0,defeatism,
1,defeatism,
0,defecate,accept
1,defecate,allow
0,defecation,
1,defecation,
0,defection,enough
1,defection,faithfulness
0,defectless,bad
1,defectless,corrupt
0,defector,
1,defector,
0,defend,abandon
1,defend,desert
0,defender,
1,defender,
0,defense,harm
1,defense,hurt
0,defenseless,powerful
1,defenseless,strong
0,defer,advance
1,defer,allow
0,deference,fight
1,deference,dishonor
0,deferment,advance
1,deferment,continuation
0,defiance,calm
1,defiance,harmony
0,defiant,acquiescent
1,defiant,obedient
0,deficiency,abundance
1,deficiency,advantage
0,deficient,abundant
1,deficient,adequate
0,deficit,abundance
1,deficit,adequacy
0,defier,
1,defier,
0,defile,elevate
1,defile,honor
0,defilement,purification
1,defilement,
0,defiler,ally
1,defiler,associate
0,define,confuse
1,define,hesitate
0,definer,
1,definer,
0,definition,question
1,definition,ambiguity
0,definitude,inability
1,definitude,erroneousness
0,deflate,increase
1,deflate,develop
0,deflation,accomplishment
1,deflation,achievement
0,deflect,stay
1,deflect,straighten
0,deflection,stagnation
1,deflection,line
0,deflorate,aid
1,deflorate,assist
0,deflower,aid
1,deflower,assist
0,defog,blame
1,defog,charge
0,defoliation,construction
1,defoliation,building
0,deforestation,
1,deforestation,
0,deform,aid
1,deform,assist
0,deformation,grin
1,deformation,smile
0,deformity,beauty
1,deformity,benefit
0,defraud,aid
1,defraud,assist
0,defraudation,faithfulness
1,defraudation,forthrightness
0,defrauder,
1,defrauder,
0,defray,take
1,defray,
0,defrayal,debt
1,defrayal,hurt
0,defrayment,debt
1,defrayment,loss
0,defrock,begin
1,defrock,employ
0,defrost,freeze
1,defrost,
0,defunction,birth
1,defunction,
0,defy,aid
1,defy,assist
0,degeneracy,honor
1,degeneracy,morality
0,degenerate,clean
1,degenerate,good
0,degeneration,improvement
1,degeneration,morality
0,deglutition,
1,deglutition,
0,degradation,esteem
1,degradation,honor
0,degrade,aid
1,degrade,assist
0,degree,dullness
1,degree,lethargy
0,dehisce,combine
1,dehisce,connect
0,dehiscent,hindered
1,dehiscent,limited
0,dehydrate,dampen
1,dehydrate,moisten
0,dehydration,abundance
1,dehydration,excess
0,deification,
1,deification,
0,deign,oppose
1,deign,refuse
0,deity,
1,deity,
0,dejection,cheer
1,dejection,happiness
0,delaminate,
1,delaminate,
0,delamination,
1,delamination,
0,delay,continuation
1,delay,advance
0,delectation,depression
1,delectation,dislike
0,delectus,
1,delectus,
0,delegate,
1,delegate,
0,delegation,keeping
